Price,Age,KM,FuelType,HP,MetColor,Automatic,CC,Doors,Weight
8900,61,52112,Petrol,110,1,0,1600,4,1035
8750,58,51712,Petrol,110,0,0,1600,3,1050
10950,58,51421,Petrol,110,0,1,1600,5,1105
8950,61,51235,Petrol,86,1,0,1300,4,1000
8950,65,51000,Petrol,86,1,0,1300,3,1015
8895,61,50925,Petrol,110,1,0,1600,5,1070
9390,66,50806,Petrol,86,0,0,1300,3,1480
8750,59,50469,Petrol,110,1,0,1600,5,1070
9750,61,50173,Petrol,110,1,0,1600,5,1075
9950,62,50000,Petrol,110,1,0,1600,5,1075
10950,65,49942,Petrol,110,0,0,1600,3,1065
9900,67,49585,Petrol,110,0,0,1600,5,1085
9500,62,49258,Petrol,110,1,0,1600,4,1035
9950,61,49000,Petrol,110,0,0,1600,3,1050
9950,63,48738,Petrol,110,0,0,1600,5,1055
10500,62,47750,Petrol,86,1,0,1300,5,1040
9950,63,47612,Petrol,86,0,0,1300,3,1015
10495,68,47500,Petrol,86,1,0,1300,5,1035
9500,66,47237,Petrol,110,0,0,1600,3,1050
8500,58,47171,Petrol,86,1,0,1300,3,1015
10450,60,47060,Petrol,110,0,0,1600,4,1035
8950,65,47014,Petrol,86,1,0,1300,3,1015
9900,59,46929,Petrol,86,1,0,1300,3,1025
8900,63,46000,Petrol,86,0,0,1300,5,1035
8745,65,45681,Petrol,110,0,0,1600,3,1050
8750,65,45549,Petrol,86,1,0,1300,3,1015
10750,57,45000,Petrol,110,1,0,1600,5,1050
9750,57,45000,Petrol,110,1,0,1600,3,1050
8850,65,45000,Petrol,110,0,0,1600,5,1075
7950,66,45000,Petrol,86,1,0,1300,5,1035
9450,63,45000,Petrol,110,1,0,1600,4,1035
9950,61,45000,Petrol,107,0,1,1600,3,1085
8250,63,44944,Petrol,110,1,0,1600,4,1035
9950,61,44597,Petrol,86,0,0,1300,3,1015
9995,68,44458,Petrol,86,0,0,1300,3,1015
9950,59,43818,Petrol,110,0,0,1600,5,1070
10495,60,43426,Petrol,110,1,0,1600,5,1070
7950,58,43000,CNG,110,1,1,1600,4,1114
8950,68,43000,Petrol,110,1,0,1600,5,1035
9695,57,43000,Petrol,110,0,0,1600,5,1075
7750,64,43000,Petrol,86,0,0,1300,3,1015
9950,68,42750,Petrol,110,1,0,1600,3,1050
9950,67,42102,Petrol,110,1,0,1600,5,1075
9950,63,41586,Petrol,110,1,0,1600,5,1114
9900,64,41200,Petrol,110,0,0,1600,5,1070
10950,57,40214,Petrol,86,0,0,1300,3,1025
8950,60,40000,Petrol,86,1,0,1300,4,1000
8950,66,39222,Petrol,86,1,1,1300,3,1045
8250,66,39144,Petrol,110,1,0,1600,3,1050
10250,62,39000,Petrol,110,1,0,1600,5,1075
8750,61,38019,Petrol,110,1,0,1600,5,1070
9750,68,37759,Petrol,110,1,0,1600,5,1070
10950,61,37500,Petrol,110,0,0,1600,5,1085
10950,60,37111,Petrol,110,1,0,1600,3,1050
9750,62,37000,Petrol,86,0,0,1300,3,1015
8900,59,36954,Petrol,110,1,0,1600,3,1050
9500,60,36943,Petrol,110,0,0,1600,5,1070
9950,63,36923,Petrol,86,0,0,1300,5,1050
9950,66,36658,Petrol,110,0,0,1600,3,1050
8250,65,36000,Petrol,86,1,0,1300,3,1015
10450,65,36000,Petrol,110,1,0,1600,3,1065
10950,62,35512,Petrol,110,1,0,1600,3,1065
9250,65,35283,Petrol,86,1,0,1300,3,1015
8900,68,35000,Petrol,110,1,0,1600,3,1050
10900,57,35000,Petrol,86,1,0,1300,5,1045
9750,64,34114,Petrol,110,0,0,1600,3,1050
11950,58,34000,Petrol,110,0,0,1600,5,1075
7900,68,33847,Petrol,86,1,0,1300,4,1000
10900,57,33535,Petrol,110,0,0,1600,4,1035
10450,65,33000,Petrol,110,0,0,1600,3,1050
10950,59,32150,Petrol,110,1,0,1600,5,1085
9950,65,31588,Petrol,86,1,0,1300,3,1015
10750,60,31480,Petrol,110,1,0,1600,3,1065
9900,57,31307,Petrol,110,1,0,1600,5,1070
10750,68,31000,Petrol,110,1,0,1600,4,1035
10450,58,30634,Petrol,110,1,0,1600,5,1075
9450,68,30300,Petrol,86,1,0,1300,4,1000
10750,60,28500,Petrol,86,1,1,1300,3,1045
10950,60,28500,Petrol,110,0,0,1600,5,1075
10000,57,28000,Petrol,86,0,0,1300,3,1015
10500,68,26698,Petrol,110,0,0,1600,3,1055
12500,62,26000,Petrol,107,0,1,1600,3,1085
8950,62,25505,Petrol,86,1,0,1300,5,1035
10500,58,25000,Petrol,110,1,0,1600,5,1075
9245,66,22835,Petrol,110,1,0,1600,3,1050
10950,59,22705,Petrol,110,1,0,1600,5,1075
9500,63,22178,Petrol,86,1,0,1300,3,1015
10900,62,17345,Petrol,110,1,0,1600,3,1050
10950,67,15535,Petrol,86,1,1,1300,4,1030
9450,66,15110,Petrol,86,0,0,1300,5,1035
5900,73,232940,Diesel,72,0,0,2000,5,1172
6950,79,218118,Diesel,72,0,0,2000,5,1150
6000,78,217764,Diesel,72,1,0,2000,5,1135
5250,79,207114,CNG,110,1,0,1600,5,1114
4400,74,203254,Diesel,72,1,0,2000,3,1135
6750,77,200732,Diesel,72,1,0,2000,4,1100
8500,69,197501,Diesel,72,0,0,2000,5,1135
6150,80,194765,Diesel,72,0,0,2000,3,1120
6950,76,191620,Diesel,72,0,0,2000,5,1150
5750,76,183277,Diesel,72,0,0,2000,3,1115
8750,78,180378,Diesel,72,1,0,2000,4,1100
6500,70,178800,Diesel,72,0,0,2000,3,1115
5950,73,176177,Petrol,110,1,0,1600,5,1075
6500,78,176000,Petrol,86,0,0,1300,5,1035
10500,77,172980,Diesel,72,1,0,2000,5,1135
8500,77,170000,Diesel,72,0,0,2000,4,1100
7950,71,164000,Petrol,110,1,0,1600,3,1050
5800,78,161775,Petrol,86,1,0,1300,3,1015
6750,80,160000,Petrol,86,0,0,1300,3,1015
6950,78,159968,Diesel,72,0,0,2000,3,1115
5740,74,159908,Petrol,110,0,0,1600,3,1050
6550,73,158492,Petrol,86,0,0,1300,3,1015
8950,69,156204,Diesel,72,1,0,2000,3,1115
6750,73,156169,Petrol,86,1,0,1300,5,1035
7950,78,155210,Petrol,110,0,0,1600,3,1050
7950,69,155000,Diesel,72,0,0,2000,3,1115
7450,76,154900,Diesel,72,1,0,2000,5,1140
7750,70,151300,Diesel,72,1,0,2000,5,1150
6450,71,151000,CNG,110,1,0,1600,5,1094
7900,75,150000,Diesel,72,1,0,2000,3,1135
6900,69,146304,Diesel,72,1,0,2000,3,1115
5600,75,146197,Petrol,86,0,0,1300,3,1015
5950,77,145996,Petrol,110,0,0,1600,4,1035
6950,80,143560,Petrol,86,1,1,1300,3,1045
7950,71,139145,Diesel,73,0,0,2000,2,1115
8950,79,138500,Petrol,86,0,0,1300,5,1050
7950,74,137741,Diesel,90,1,0,2000,5,1135
9500,80,137178,Diesel,90,1,0,2000,5,1135
8600,76,134889,Diesel,72,1,0,2000,3,1115
5950,71,134660,Diesel,72,0,0,2000,5,1135
7750,73,134539,Petrol,110,0,0,1600,5,1070
7950,79,131500,Diesel,72,0,0,2000,5,1140
6950,77,131307,Petrol,110,1,0,1600,3,1050
7250,74,130025,Petrol,110,1,0,1600,3,1050
6500,78,130000,Petrol,86,0,0,1300,5,1015
7250,77,128960,Petrol,110,1,0,1600,5,1070
9250,80,128351,Petrol,110,1,0,1600,5,1070
8250,73,128006,Petrol,110,1,0,1600,3,1050
7250,71,127159,Diesel,72,1,0,2000,3,1115
5250,72,126478,Petrol,110,1,0,1600,4,1035
7900,77,126000,Petrol,110,1,0,1600,5,1050
6900,76,125778,Petrol,110,0,0,1600,3,1050
7900,75,125400,Petrol,110,0,0,1600,3,1050
7250,74,124910,Diesel,72,0,0,2000,5,1135
8450,70,124743,Petrol,110,1,0,1600,3,1050
7950,76,124591,Petrol,110,1,0,1600,5,1075
7950,74,124057,Petrol,110,1,0,1600,3,1050
6450,72,123403,Petrol,110,1,0,1600,3,1050
6650,75,123104,Petrol,110,1,0,1600,5,1070
7950,74,123077,Petrol,86,1,0,1300,3,1015
7250,80,122820,Petrol,86,0,0,1300,5,1040
7450,77,122290,Petrol,110,0,0,1600,3,1050
7950,74,121900,Petrol,110,1,0,1600,4,1035
7250,77,121545,Petrol,110,1,0,1600,5,1070
8250,71,120474,Diesel,72,1,0,2000,3,1115
8950,76,120263,Diesel,72,1,0,2000,5,1135
7750,74,120196,Petrol,110,1,0,1600,3,1050
8500,71,120000,Petrol,110,0,0,1600,5,1085
7750,78,120000,Petrol,110,0,0,1600,5,1075
5750,73,115877,Petrol,110,0,0,1600,4,1035
6900,76,115345,Petrol,110,1,0,1600,5,1070
6500,71,115157,Petrol,110,1,0,1600,3,1050
6500,78,115000,Petrol,107,1,1,1600,5,1100
7600,77,114258,Petrol,86,1,0,1300,5,1050
8950,73,112963,Diesel,72,1,0,2000,5,1135
7450,74,112307,Petrol,110,1,0,1600,5,1070
7350,72,112000,Petrol,86,1,0,1300,3,1015
7750,73,111602,Petrol,86,1,0,1300,3,1015
7460,80,111392,CNG,110,0,0,1598,3,1083
9250,76,110901,Petrol,110,1,0,1600,5,1085
7250,80,110887,Petrol,110,1,0,1600,3,1055
6500,72,110634,Petrol,86,1,0,1300,3,1015
6800,80,110000,Petrol,110,1,0,1600,4,1035
8700,75,109540,Petrol,110,0,0,1600,5,1085
7500,78,109263,Petrol,110,0,0,1600,5,1070
7750,71,107516,Petrol,110,1,0,1600,3,1050
7950,73,107108,Petrol,110,1,0,1600,3,1050
9950,75,107000,Petrol,110,1,0,1600,3,1050
6640,74,106250,Petrol,110,0,0,1600,5,1070
8750,71,106150,Petrol,86,0,0,1300,3,1015
7750,72,106108,Petrol,110,1,0,1600,3,1050
5950,72,105856,Petrol,86,0,0,1300,3,1015
6750,77,105152,Petrol,86,0,0,1300,3,1015
6500,80,105135,Petrol,110,1,0,1600,3,1050
8750,76,104344,Petrol,110,1,0,1600,3,1050
7950,74,104150,Petrol,110,1,0,1600,3,1050
6750,74,104000,Petrol,86,1,0,1300,3,1010
7950,73,103121,Petrol,86,1,0,1300,5,1035
7950,80,102300,Petrol,86,1,0,1300,3,1015
8950,75,102005,Petrol,107,1,1,1600,5,1105
7750,77,102000,Petrol,86,1,0,1300,3,1015
6450,75,101855,Petrol,110,1,0,1600,5,1070
6900,74,101773,Petrol,110,0,0,1600,3,1050
8450,75,101159,Petrol,110,1,0,1600,5,1085
6750,74,101000,Petrol,86,0,0,1300,3,1015
8050,74,100732,Petrol,86,1,1,1300,4,1030
9500,79,100719,Petrol,110,0,0,1600,5,1070
7750,78,100487,Petrol,110,0,0,1600,4,1035
8500,80,100458,Petrol,110,0,0,1600,5,1085
7795,75,100192,Petrol,110,1,0,1600,3,1050
6490,80,100123,Petrol,110,1,0,1600,3,1050
7950,73,99971,Petrol,110,1,0,1600,3,1050
6425,79,99397,Petrol,86,0,0,1300,5,1035
8950,69,99374,Petrol,86,1,0,1300,5,1035
6950,72,99245,Petrol,110,1,0,1600,5,1114
8750,79,98742,Petrol,110,0,0,1600,5,1085
8450,71,98154,Petrol,110,1,0,1600,3,1050
7950,77,98000,Petrol,110,1,0,1600,5,1065
7950,80,97548,Petrol,86,0,0,1300,5,1035
8900,78,97534,Petrol,110,1,0,1600,5,1070
8950,73,97494,Petrol,110,1,0,1600,5,1085
8900,73,97085,Petrol,110,1,0,1600,5,1085
7950,69,97000,Petrol,110,0,0,1600,4,1035
6495,74,96302,Petrol,86,1,0,1300,3,1015
7250,78,96000,Petrol,86,1,0,1300,3,1015
9250,74,96000,Petrol,110,1,0,1600,5,1085
6650,78,95909,Petrol,110,1,0,1600,5,1070
6990,79,95700,Petrol,110,0,0,1600,5,1085
7750,78,95651,Petrol,110,1,0,1600,5,1070
6950,79,95000,Petrol,86,1,0,1300,5,1035
7250,80,94447,Petrol,110,0,0,1600,3,1050
9950,80,94079,Petrol,110,1,0,1600,5,1085
9250,80,93841,Petrol,110,0,0,1600,5,1070
7200,79,93090,Petrol,86,1,0,1300,5,1035
8250,72,93066,Petrol,110,1,0,1600,5,1075
8950,79,93039,Petrol,110,1,0,1600,3,1050
8250,77,93000,Petrol,110,1,0,1600,5,1075
6250,80,92830,Petrol,86,1,0,1300,3,1015
9900,80,92255,Petrol,107,0,1,1600,5,1105
7300,80,92096,Petrol,86,1,0,1300,5,1035
8950,72,91921,Petrol,86,1,0,1300,3,1020
6500,70,91900,Petrol,86,1,0,1300,3,1015
7950,78,91399,Petrol,110,1,0,1600,5,1070
7450,75,91082,Petrol,110,1,0,1600,3,1050
7950,71,90370,Petrol,86,1,0,1300,5,1035
8500,78,90345,Petrol,86,1,0,1300,5,1035
6950,77,90305,Petrol,86,1,0,1300,3,1015
7950,78,90011,Petrol,86,0,1,1300,3,1045
6750,77,90000,Petrol,86,1,0,1300,3,1015
8450,70,89983,Petrol,110,0,0,1600,3,1055
7500,78,89953,Petrol,110,0,0,1600,5,1114
8750,74,89800,Diesel,72,1,0,2000,3,1115
8750,79,89739,Petrol,86,1,0,1300,5,1035
8950,76,89520,Petrol,110,1,0,1600,3,1050
7450,75,89507,Petrol,86,0,0,1300,3,1015
9200,69,89096,Petrol,110,1,0,1600,5,1085
8950,74,88700,Petrol,110,1,0,1600,3,1050
7850,72,88500,Petrol,110,1,0,1600,5,1075
6950,73,88186,Diesel,72,1,0,2000,3,1115
7200,75,88000,Petrol,110,1,0,1600,3,1050
7450,78,87743,Petrol,110,0,0,1600,3,1055
6750,75,87613,Petrol,86,0,0,1300,3,1015
7500,73,87358,Petrol,110,1,0,1600,3,1050
7450,72,87083,Petrol,110,0,0,1600,4,1035
7950,70,87000,Petrol,110,1,0,1600,4,1035
7250,78,87000,Petrol,110,1,0,1600,4,1035
7950,73,87000,Petrol,86,1,0,1300,3,1015
8250,80,87000,Petrol,86,1,0,1300,3,1015
8250,72,86860,Petrol,110,0,0,1600,5,1075
6750,80,86109,Petrol,110,1,0,1600,3,1055
8750,79,86000,Petrol,86,1,0,1300,5,1040
8950,80,86000,Petrol,110,0,0,1600,3,1050
8500,70,85864,Diesel,72,1,0,2000,5,1135
8250,80,85565,Petrol,110,0,0,1600,5,1070
9450,70,85470,Petrol,107,0,1,1600,3,1080
7950,73,85200,Petrol,110,1,0,1600,3,1050
7900,70,85000,Petrol,110,1,0,1600,3,1055
8500,73,84988,Petrol,110,1,0,1600,3,1050
8250,79,84966,Petrol,110,0,0,1600,5,1070
8250,76,84472,Petrol,110,1,0,1600,5,1070
8950,73,84402,Petrol,110,1,0,1600,4,1035
7950,74,84123,Petrol,110,0,0,1600,3,1050
6950,80,84000,Petrol,110,0,0,1600,5,1075
7250,78,84000,Petrol,110,1,0,1600,5,1065
7750,77,84000,Petrol,110,1,0,1600,5,1085
8700,75,83850,Petrol,110,1,0,1600,3,1055
8950,80,83540,Petrol,110,1,0,1600,5,1070
6750,76,83405,Petrol,110,1,0,1600,5,1070
7500,71,83291,Petrol,110,1,0,1600,5,1070
7950,69,83133,Petrol,86,0,0,1300,3,1015
8950,71,83047,Petrol,86,1,1,1300,3,1045
7950,71,82700,Petrol,110,0,0,1600,3,1050
7450,78,82675,Petrol,86,0,0,1300,3,1015
5950,78,82595,Petrol,86,1,0,1300,3,1015
7750,75,82256,Petrol,110,1,0,1600,3,1050
6950,77,82103,Petrol,86,1,0,1300,3,1015
8750,80,82021,Petrol,86,1,0,1300,5,1035
8950,71,82000,Petrol,110,1,0,1600,5,1075
7495,79,81988,Petrol,110,1,0,1600,5,1070
7750,76,81930,Petrol,110,0,0,1600,5,1070
6950,70,81663,Petrol,110,0,0,1600,3,1050
7990,77,80486,Petrol,110,1,0,1600,5,1070
7250,78,80000,Petrol,110,1,0,1600,4,1065
6900,69,79000,Petrol,86,0,0,1300,3,1015
7750,74,78894,Petrol,110,0,0,1600,5,1070
7250,78,78689,Petrol,110,0,0,1600,4,1035
8950,77,78435,Petrol,86,0,0,1300,3,1015
8500,71,78260,Petrol,110,0,0,1600,3,1050
7950,72,78120,Petrol,110,1,0,1600,5,1075
6950,77,77000,Petrol,86,0,0,1300,3,1015
8000,78,77000,Petrol,110,0,0,1600,3,1050
7950,75,76382,Petrol,110,1,0,1600,3,1055
8500,76,76268,Petrol,86,1,0,1300,3,1015
7490,73,76151,Petrol,86,1,0,1300,3,1015
8250,80,76000,Petrol,110,0,0,1600,3,1050
9250,71,76000,Petrol,110,1,0,1600,5,1070
7950,72,75840,Petrol,86,0,0,1300,5,1035
9500,77,75799,Petrol,110,1,0,1600,3,1050
8950,72,75525,Petrol,110,1,0,1600,3,1114
8450,78,75323,Petrol,86,1,0,1300,5,1050
7995,79,75322,Petrol,110,1,0,1600,4,1115
8750,78,75226,Petrol,110,0,0,1600,4,1035
5950,71,75085,Petrol,86,0,0,1300,5,1035
8500,73,75000,Petrol,110,0,0,1600,5,1075
8950,69,75000,Petrol,86,1,0,1300,4,1000
8750,69,75000,Petrol,86,1,0,1300,4,1000
7600,78,74926,Petrol,110,1,0,1600,5,1075
7145,80,74785,Petrol,110,1,0,1600,5,1070
8450,69,74573,Petrol,110,1,0,1600,5,1085
5950,75,74567,Petrol,86,1,0,1300,3,1015
9000,80,74196,Petrol,110,0,0,1600,5,1075
7250,80,74151,Petrol,110,1,0,1600,3,1050
7400,75,74096,Petrol,110,1,0,1600,3,1050
8800,79,74093,Petrol,110,1,0,1600,5,1075
7750,71,74000,Petrol,110,0,0,1600,3,1050
7500,75,74000,Petrol,86,1,0,1300,3,1015
8450,78,73638,Petrol,86,1,1,1300,4,1015
7400,75,73460,Petrol,110,1,0,1600,5,1070
7500,80,73200,Petrol,110,1,0,1600,5,1070
8950,76,73116,Petrol,110,1,0,1600,5,1075
8950,70,73014,Petrol,110,1,0,1600,5,1075
7950,77,72703,Petrol,110,1,0,1600,3,1050
7950,79,72328,Petrol,110,1,0,1600,5,1075
7950,78,72222,Petrol,110,1,0,1600,5,1070
8950,71,72128,Petrol,107,1,1,1600,5,1100
7750,78,72090,Petrol,110,1,0,1600,5,1070
8250,78,72000,Petrol,110,1,0,1600,4,1035
7950,78,72000,Petrol,110,0,0,1600,3,1055
7750,77,71900,Petrol,86,1,0,1300,3,1015
8500,77,71825,Petrol,110,0,0,1600,5,1075
6950,80,71740,Petrol,110,1,0,1600,5,1070
7500,80,71500,Petrol,110,1,0,1600,4,1035
7750,79,71359,Petrol,110,1,0,1600,3,1050
5950,79,71263,Petrol,86,0,0,1300,3,1015
7500,78,71186,Petrol,110,0,0,1600,3,1050
8950,72,71054,Petrol,86,0,1,1300,3,1045
7950,76,71000,Petrol,110,1,0,1600,3,1050
6900,80,70939,Petrol,110,1,1,1600,5,1100
7450,77,70932,Petrol,110,1,0,1600,3,1050
8500,80,70597,Petrol,107,1,1,1600,3,1080
7500,73,70482,Petrol,110,1,0,1600,5,1075
8750,77,70124,Petrol,110,1,0,1600,3,1050
7500,76,70039,Petrol,110,1,0,1600,3,1050
9950,80,69904,Petrol,110,0,0,1600,5,1070
7950,75,69388,Petrol,86,0,0,1300,3,1010
9950,75,69320,Petrol,110,1,0,1600,5,1070
9250,78,69000,Petrol,110,1,0,1600,5,1075
9250,73,68988,Petrol,86,1,0,1300,5,1035
9950,79,68945,Petrol,110,1,0,1600,5,1085
5950,74,68285,Petrol,110,1,0,1600,3,1050
7995,76,68000,Petrol,110,1,0,1600,5,1075
8950,70,68000,Petrol,86,1,1,1300,3,1045
7450,75,67451,Petrol,86,1,0,1300,4,1000
8250,76,67266,Petrol,86,1,0,1300,5,1035
8500,78,67255,Petrol,110,0,0,1600,5,1085
8500,70,67100,Petrol,110,1,0,1600,5,1075
9400,69,67092,Diesel,72,1,0,2000,3,1115
7250,80,66880,Petrol,110,1,0,1600,3,1055
8950,79,66855,Petrol,110,1,0,1600,5,1075
9450,80,66843,Petrol,110,1,0,1600,5,1075
8500,74,66718,Petrol,110,1,0,1600,3,1050
6750,80,66168,Petrol,86,1,0,1300,3,1015
7400,80,65950,Petrol,110,0,0,1600,5,1070
8950,78,65500,Petrol,86,1,0,1300,3,1015
6900,80,65307,Petrol,110,1,0,1600,3,1055
7750,79,65254,Petrol,86,1,0,1300,3,1015
8950,71,65021,Diesel,72,1,0,2000,3,1115
6950,75,65006,Petrol,86,1,0,1300,3,1015
8495,77,64280,Petrol,110,0,0,1600,4,1035
10000,75,64000,Petrol,107,0,1,1600,3,1085
6999,71,64000,Petrol,110,1,0,1600,5,1070
8950,80,64000,Petrol,110,0,0,1600,3,1055
8500,79,63918,Petrol,110,0,0,1600,4,1035
8750,75,63634,Petrol,110,1,0,1600,4,1035
7499,80,63500,Petrol,110,1,0,1600,3,1050
9000,80,63266,Petrol,110,1,0,1600,4,1035
8950,77,62595,Petrol,110,1,0,1600,3,1050
6950,80,62581,Petrol,110,0,0,1600,5,1075
8500,77,62285,Petrol,110,1,0,1600,5,1075
8450,77,61906,Petrol,86,1,1,1300,5,1065
8950,74,61700,Petrol,110,0,0,1600,5,1070
8250,77,61648,Petrol,110,1,0,1600,5,1070
7950,75,61626,Petrol,86,0,0,1300,5,1035
7450,70,61510,Petrol,110,0,0,1600,4,1035
9000,79,61165,Petrol,107,1,1,1600,3,1080
7150,70,61000,Petrol,110,1,0,1600,4,1035
7750,76,60833,Petrol,110,1,0,1600,4,1035
5845,70,60600,Petrol,86,0,0,1300,3,1060
8500,72,60483,Petrol,110,1,0,1600,5,1075
8250,80,60476,Petrol,110,1,0,1600,5,1114
9450,79,60142,Petrol,110,0,0,1600,3,1050
6750,69,60050,Petrol,110,1,0,1600,3,1050
8400,77,60000,Petrol,110,1,0,1600,3,1050
7900,76,60000,Petrol,110,0,0,1600,3,1050
7950,76,59815,Petrol,110,1,0,1587,3,1055
8750,80,59326,Petrol,110,1,0,1600,5,1085
9900,73,59240,Petrol,110,1,0,1600,3,1050
6495,71,59164,Petrol,110,0,0,1600,4,1035
8250,70,59017,Petrol,107,1,1,1600,3,1080
6900,69,58952,Petrol,110,1,0,1600,3,1050
7500,74,58454,Petrol,86,1,0,1300,3,1015
7950,75,58341,Petrol,86,1,1,1300,4,1030
8250,80,58267,Petrol,110,1,0,1600,5,1070
8950,80,58000,Petrol,110,0,0,1600,3,1055
9750,70,57829,Petrol,110,0,0,1600,3,1050
8250,80,57787,Petrol,86,0,0,1300,3,1015
8900,78,57628,Petrol,110,0,0,1600,5,1075
8950,75,57537,Petrol,86,1,0,1300,5,1050
6750,76,57263,Petrol,110,1,0,1600,3,1050
7950,75,57144,Petrol,110,1,0,1600,5,1070
8600,69,57096,Petrol,86,1,0,1300,3,1025
7750,80,57000,Petrol,86,0,0,1300,4,1000
7800,73,56566,Petrol,110,1,0,1600,3,1050
8750,73,56307,Petrol,110,1,0,1600,3,1050
9500,79,56214,Petrol,86,0,0,1300,3,1015
7750,74,56132,Petrol,110,0,0,1600,4,1035
9950,79,55425,Petrol,110,0,0,1600,5,1075
7750,77,54439,Petrol,86,1,0,1300,3,1015
5950,69,53809,Petrol,110,1,0,1600,3,1050
10950,76,53133,Petrol,110,1,0,1600,5,1070
9450,77,52900,Petrol,110,1,0,1600,4,1075
8250,80,52700,Petrol,110,0,0,1600,3,1050
9750,69,52320,Petrol,110,0,0,1600,5,1070
7450,78,52287,Petrol,110,0,0,1600,5,1114
8750,75,52000,Petrol,110,0,0,1600,5,1075
8750,69,52000,Petrol,110,1,0,1600,3,1050
8500,73,52000,Petrol,110,1,1,1600,4,1065
8950,70,51874,Petrol,86,0,0,1300,4,1000
7500,79,49827,Petrol,86,1,0,1300,5,1035
7250,69,49640,Petrol,110,1,0,1600,4,1035
7450,80,49580,Petrol,110,1,0,1600,4,1035
8750,76,49170,Petrol,86,0,0,1300,3,1045
9800,77,48838,Petrol,110,0,0,1600,3,1055
7500,71,48576,Petrol,86,1,0,1300,3,1015
8950,75,48400,Petrol,110,1,0,1600,5,1075
8950,74,48242,Petrol,86,1,0,1300,5,1035
7450,70,47955,Petrol,110,1,0,1600,5,1070
8950,71,47633,Petrol,110,1,0,1600,5,1075
10500,78,47400,Petrol,86,1,0,1300,5,1040
7000,73,47360,Petrol,86,0,0,1300,3,1010
8500,77,45507,Petrol,110,1,0,1600,3,1050
7750,76,45410,Petrol,86,1,0,1300,5,1035
8950,70,44850,Petrol,110,1,0,1600,3,1050
8250,69,44826,Petrol,110,0,0,1600,5,1075
9250,80,44444,Petrol,110,1,0,1600,3,1050
7900,75,43720,Petrol,110,1,0,1600,5,1070
8500,78,43622,Petrol,86,1,0,1300,4,1000
7950,76,43532,Petrol,110,0,0,1600,5,1070
9950,69,42800,Petrol,110,1,0,1600,3,1050
8750,74,42317,Petrol,107,1,1,1600,5,1100
7500,80,42186,Petrol,110,1,0,1600,3,1050
6950,72,42000,Petrol,110,1,0,1600,3,1050
8950,79,40093,Petrol,110,0,0,1600,5,1114
8750,79,39800,Petrol,107,0,1,1600,3,1080
7750,73,39168,Petrol,86,0,0,1300,3,1015
8450,75,38945,Petrol,110,1,0,1600,3,1050
8150,76,36537,Petrol,110,0,1,1600,4,1075
8500,78,36000,Petrol,86,0,1,1300,3,1045
7600,78,36000,Petrol,110,1,0,1600,3,1050
7950,80,35821,Petrol,86,0,1,1300,3,1015
7750,73,34717,Petrol,86,0,0,1300,3,1015
7950,80,34000,Petrol,86,1,0,1300,4,1000
9950,78,30964,Petrol,110,0,1,1600,3,1080
8950,71,29000,Petrol,86,1,1,1300,3,1045
8450,72,26000,Petrol,86,0,0,1300,3,1015
8950,78,24000,Petrol,86,1,1,1300,5,1065
8450,80,23000,Petrol,86,0,0,1300,3,1015
7500,69,20544,Petrol,86,1,0,1300,3,1025
10845,72,19000,Petrol,86,0,0,1300,3,1015
8500,71,17016,Petrol,86,0,0,1300,3,1015
7250,70,16916,Petrol,86,1,0,1300,3,1015
6950,76,1,Petrol,110,0,0,1600,5,1114
